MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
0.7,-0.01809729370745497,-0.2917755759528296,0.0,0.0,-0.125,-0.7368421052631579,0.0,-0.2739251040221914,627.0,-0.816673755848575,-0.36462990561351216,0.0,0.0,-0.8665377176015474,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.2907144184318079,-1.0,0.0,-0.36486486486486486,252.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,6.0,1.0,1.0,12.0,13.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.6,0.7713763905030714,0.9239559905172938,-0.5,0.0,-0.125,-0.7368421052631579,6.307228915662651,0.1823855755894591,128.0,-0.1701403658017865,0.05265772478887233,0.0,0.0,-0.5988394584139265,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.3246701969528075,0.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,7.0,1.0,1.0,12.0,13.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.6134816536609661,0.5543735943103762,0.5,0.0,0.125,-0.42105263157894735,1.2409638554216869,0.4431345353675451,0.0,0.14802211824755424,0.5434674615002484,0.0,0.0,0.19806576402321083,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.016977889260499816,0.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.5,3.0,1.0,0.0,3.0,0.0,4.0,0.0,14.0,6.0,2.0,0.0,2.0,1.0,1.0,9.0,10.0,3.0,4.0,1.0,2.0,3.0,3.0,0.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0
0.2,0.7713763905030714,0.9725852531760987,0.5,1.0,-0.14583333333333334,-0.10526315789473684,1.0602409638554218,0.09639389736477115,0.0,-0.28243300723096554,-0.45603576751117736,1.098901098901099,0.0,0.7938104448742747,0.0,0.0,0.0,1.0,0.0,0.0,0.5,2.0,-0.3503112225938331,0.0,0.0,0.20270270270270271,0.0,0.0,189.0,0.0,0.0,1.3333333333333333,0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,5.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.5082184957662292,0.0,0.5,0.0,-0.0625,-0.6578947368421053,1.0120481927710843,-0.5332871012482663,0.0,1.1637601020842194,0.33084947839046197,0.0,0.0,-0.4781431334622824,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-0.2477471200297306,0.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,3.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0
0.2,0.0,-0.3725001519664458,0.0,0.0,0.625,0.21052631578947367,0.0,-0.5332871012482663,0.0,0.9017439387494683,0.024838549428713365,1.7266483516483517,0.0,1.2286266924564797,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5984067261241156,0.0,0.7142857142857143,0.25675675675675674,0.0,0.0,0.0,0.0,0.0,2.0,0.5,3.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,4.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0
-0.6,0.0,2.7718679715518815,0.0,0.0,-0.3958333333333333,-1.0789473684210527,1.108433734939759,-0.48474341192787795,869.0,0.7230965546575925,1.6125186289120714,0.0,0.0,1.216247582205029,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.6580035302861409,0.0,0.9880952380952381,1.2567567567567568,192.0,0.0,0.0,0.0,0.0,1.3333333333333333,-0.5,3.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,3.0,1.0,13.0,14.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,4.0,1.0,4.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0
-0.6,-1.1233604516021918,-0.3318947176463437,-0.5,2.0,-0.3541666666666667,0.02631578947368421,0.0,-0.28363384188626906,645.0,-0.816673755848575,-0.34277198211624443,0.0,0.0,-1.0027079303675048,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-0.40159327387588445,0.0,0.8333333333333334,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,17.0,1.0,7.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,5.0,1.0,4.0,4.0,2.0,8.0,4.0
0.2,0.24506060102938712,-0.4011914169351407,0.0,1.0,0.10416666666666667,-0.4473684210526316,0.8433734939759037,0.2087378640776699,0.0,-0.552956188855806,-0.6110283159463488,1.0,0.0,-0.07272727272727272,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-0.04261891490152546,0.0,1.5,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,5.0,3.0,1.0,6.0,10.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
-0.6,-1.2286236094969287,0.6847000182359735,0.0,0.0,0.2916666666666667,-0.21052631578947367,0.7951807228915663,1.4056865464632455,208.0,-0.816673755848575,1.2091405861897666,0.0,0.0,0.27543520309477754,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1881503158677053,0.0,1.1428571428571428,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,23.0,2.0,2.0,0.0,2.0,1.0,1.0,12.0,10.0,3.0,4.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
-0.1,-0.8075709779179813,0.24168743541426052,-0.5,0.0,-0.9583333333333334,-1.1578947368421053,0.0,-0.5332871012482663,0.0,0.49000425350914506,-0.45603576751117736,0.0,0.0,-1.0584139264990329,0.0,0.0,-1.0,0.0,-1.0,0.0,-0.5,-1.0,-1.3503112225938332,-1.0,0.0,-0.36486486486486486,112.0,0.0,0.0,0.0,0.0,0.0,-0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,13.0,14.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,0.0,3.0,3.0,6.0,2.0,5.0,2.0,3.0,3.0,2.0,8.0,4.0
0.8,1.087165864187282,0.49674791805969243,-0.5,0.0,-0.0625,-0.6578947368421053,2.216867469879518,0.16019417475728157,0.0,0.45597618034878773,0.4977645305514158,1.7802197802197801,0.0,1.7965183752417795,1.0,1.0,0.0,2.0,3.0,1.0,3.0,-1.0,-0.2477471200297306,2.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,0.0,2.0,2.0,5.0,1.0,1.0,8.0,8.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
0.0,-0.9654657147600866,-0.816971612667923,-0.5,1.0,-0.9166666666666666,-1.1578947368421053,0.0,-0.5332871012482663,0.0,0.95618885580604,0.08842523596621957,0.7335164835164835,0.0,0.15938104448742746,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.2990291713117819,-1.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-1.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,3.0
0.2,-0.2812551884442971,0.15488420156829372,0.0,0.0,0.6875,0.34210526315789475,0.0,-0.5332871012482663,0.0,0.515525308379413,-0.4262295081967213,0.9629120879120879,0.0,0.01702127659574468,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6753298030471925,0.0,0.0,0.6081081081081081,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,6.0,2.0,0.0,5.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,6.0,5.0
-0.6,-0.17599203054956022,0.11743966932101392,0.5,0.0,0.6458333333333334,0.23684210526315788,0.6251321983285983,0.6220527045769764,0.0,-0.23309230114844748,0.35469448584202684,0.0,0.0,-0.42243713733075433,1.0,0.0,0.0,0.0,-1.0,0.0,-0.5,-1.0,0.6240477517651412,0.0,0.0,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,8.0,4.0
2.2,-1.8602025568653497,-1.300589629809738,0.5,0.0,0.7083333333333334,0.34210526315789475,0.0,-0.5332871012482663,0.0,0.24670353041259038,-0.7401887729756582,0.8585164835164835,0.0,-0.3450676982591876,0.0,0.0,0.0,1.0,-1.0,0.0,-0.5,-1.0,0.7009708286882181,0.0,0.0,0.36486486486486486,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,1.0,0.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,4.0,5.0,1.0,1.0,8.0,8.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,5.0,1.0,4.0,4.0,2.0,6.0,5.0
-0.6,1.5608500747135976,1.9208558750227949,0.5,3.0,-0.2708333333333333,0.21052631578947367,0.0,1.4167822468793343,0.0,0.027222458528285837,1.7973174366616989,0.0,0.0,0.6638297872340425,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.504157376439987,0.0,0.0,2.4324324324324325,162.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,5.0,1.0,4.0,1.0,3.0,0.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,8.0,4.0
0.8,0.0,-0.25676250683849006,-1.5,-1.0,-0.4791666666666667,-1.1578947368421053,2.0481927710843375,-0.5332871012482663,0.0,-0.816673755848575,-1.9821162444113263,0.0,0.0,-0.6700193423597679,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.7605676328502434,0.0,0.0,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,11.0,12.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,0.0,0.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.4555869168188608,-0.014345632484347457,0.5,0.0,0.7708333333333334,0.39473684210526316,1.6144578313253013,-0.5332871012482663,0.0,1.7388345384942578,1.0024838549428714,0.0,0.0,0.0448742746615087,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.777893905611295,0.0,0.0,1.1756756756756757,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,6.0,5.0
-0.6,0.0,-0.25676250683849006,-0.5,1.0,-0.125,0.3157894736842105,0.0,-0.5332871012482663,0.0,1.2726499361973629,0.4580228514654744,0.0,0.0,-0.379110251450677,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-0.3246701969528075,-1.0,0.0,0.5135135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.2,-0.5444130831811392,0.6185642210199988,-0.5,2.0,-0.4791666666666667,-1.1578947368421053,0.0,-0.013176144244105409,0.0,-0.03913228413441089,-0.32886239443616494,0.0,232.0,-0.31721470019342357,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.7605676328502434,-1.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.4,-0.17599203054956022,-0.9716126679229227,-0.5,1.0,-0.9791666666666666,-1.1578947368421053,0.0,0.1158113730929265,0.0,-0.14291790727350065,-0.26527570789865873,0.0,0.0,-0.9423597678916827,1.0,0.0,-1.0,0.0,-1.0,0.0,-0.5,-1.0,0.0,-2.0,0.0,-0.36486486486486486,96.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,1.0,1.0,11.0,12.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,0.0,0.0,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.4555869168188608,0.1556136405081758,0.0,1.0,0.16666666666666666,-0.3684210526315789,0.9457831325301205,0.33356449375866853,1061.0,-0.816673755848575,1.368107302533532,0.0,0.0,0.3295938104448743,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.03430416202155147,0.0,2.2857142857142856,1.4054054054054055,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,1.0,1.0,9.0,10.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,0.0,0.09507020849796365,-1.0,-1.0,0.08333333333333333,-0.02631578947368421,0.0,1.0145631067961165,0.0,-0.5359421522756274,0.563338301043219,0.0,0.0,0.2274661508704062,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3676374953548848,0.0,0.7142857142857143,0.6891891891891891,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,0.0,3.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,2.0,1.0,1.0,9.0,10.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,0.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,8.0,4.0
0.7,0.0,-0.5709075436143699,-0.5,0.0,0.20833333333333334,-0.3157894736842105,0.0,0.41678224687933424,0.0,-0.5223309230114844,-0.27719821162444114,0.0,0.0,-0.9516441005802708,1.0,0.0,-1.0,0.0,-1.0,0.0,-0.5,-1.0,0.1112272389446284,0.0,0.7142857142857143,-0.36486486486486486,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.5,3.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,6.0,3.0,1.0,13.0,14.0,3.0,4.0,1.0,2.0,3.0,0.0,2.0,5.0,1.0,4.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,8.0,4.0
-0.6,-0.5444130831811392,-0.5835511519056592,0.5,0.0,0.7083333333333334,0.3157894736842105,0.0,-0.5332871012482663,0.0,1.383241173968524,0.587183308494784,0.0,0.0,-0.26615087040618957,1.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.7009708286882181,0.0,1.2857142857142858,1.2702702702702702,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-1.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,1.0,3.0,5.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,6.0,5.0
